url,title,media,height_cm,width_cm,price_gbp
https://www.bearspace.co.uk/product-page/in-these-solitudes-by-jane-ward,In These Solitudes by Jane Ward,Digital print on Canvas with hand dissolved ink,70,70,840.0
https://www.bearspace.co.uk/product-page/from-frozen-floods-by-jane-ward,From Frozen Floods by Jane Ward,Digital print on Canvas with hand dissolved ink,70,70,840.0
https://www.bearspace.co.uk/product-page/broad-vales-between-by-jane-ward,Broad Vales Between by Jane Ward,Digital print on Canvas with hand dissolved ink,70,70,840.0
https://www.bearspace.co.uk/product-page/conversation-by-vic-wright,Conversation by Vic Wright,18K gold leaf and white casting cement,16.5,16.5,440.0
https://www.bearspace.co.uk/product-page/meld-2-by-vic-wright,Meld 2 by Vic Wright,"24k goldleaf, white and black cement with iron",15,15,320.0
https://www.bearspace.co.uk/product-page/ore-by-vic-wright,Ore by Vic Wright,8.5 x 8 cm,18,18,140.0
https://www.bearspace.co.uk/product-page/meld-5-by-vic-wright,Meld 6 by Vic Wright,"16K goldleaf, white casting cement, pigment and ink",17,17,440.0
https://www.bearspace.co.uk/product-page/the-ephemeral-isles-1-by-jane-ward,The Ephemeral Isles 1 by Jane Ward,Digital print on Aluminium,90,90,1800.0
https://www.bearspace.co.uk/product-page/those-hidden-ravines-by-jane-ward,Those Hidden Ravines by Jane Ward,Digital print on Aluminium,45,45,640.0
https://www.bearspace.co.uk/product-page/fragstudy-4-by-jim-cheatle,Fragstudy 4 by Jim Cheatle,"Resin, pigments, inkjet prints, MDF",30.5,30.5,490.0
https://www.bearspace.co.uk/product-page/portal-5-by-jane-ward,Portal 5 by Jane Ward,Digital print under acrylic with subframe,,,320.0
https://www.bearspace.co.uk/product-page/portal-6-by-jane-ward,Portal 6 by Jane Ward,Digital print under acrylic with subframe,,,320.0
https://www.bearspace.co.uk/product-page/morning-came-by-dominic-bradnum,Morning Came by Dominic Bradnum,"oil with charcoal, watercolour and pencil on canvas",40,40,640.0
https://www.bearspace.co.uk/product-page/kin-by-vic-wright,Kin by Vic Wright,"24k gold leaf, crystal, iron and white and grey casting cement.",16,16,440.0
https://www.bearspace.co.uk/product-page/fragstudy-5-by-jim-cheatle,Fragstudy 7 by Jim Cheatle,"Resin, pigments, inkjet prints, MDF",30.5,30.5,490.0
https://www.bearspace.co.uk/product-page/another-sunset-by-lucy-baker,Another Sunset by Lucy Baker,"Oil paint, spray paint & gold leaf on board",42,42,340.0
https://www.bearspace.co.uk/product-page/hurricane-by-lucy-baker,Hurricane by Lucy Baker,Oil paint & spray paint on board,30,30,0.0
https://www.bearspace.co.uk/product-page/p4-by-olly-fathers,P4 by Olly Fathers,Acrylic paint on sprayed board,30,30,240.0
https://www.bearspace.co.uk/product-page/p8-by-olly-fathers,P8 by Olly Fathers,Acrylic paint on sprayed board,30,30,240.0
